Fecha,Total
2025-03-11,98512
2025-03-12,101032
2025-03-13,10779
2025-03-14,143881
2025-03-15,28302
2025-03-16,4036
2025-03-17,164648
2025-03-18,181552
2025-03-19,184358
2025-03-20,177355
2025-03-21,157695
2025-03-22,35843
2025-03-23,5021
2025-03-24,165709
2025-03-25,191228
2025-03-26,193744
2025-03-27,188261
2025-03-28,165747
2025-03-29,42927
2025-03-30,4965
2025-03-31,158042
2025-04-01,177864
2025-04-02,181015
2025-04-03,167779
2025-04-04,148724
2025-04-05,37593
2025-04-06,8064
2025-04-07,165681
2025-04-08,168444
2025-04-09,162092
2025-04-10,94763
